name,subdir,N,E,N_types,specificity,degree_mean,degree_hetero,max_edges,clustering_coeff,max_chordless_cycle,self_assembly_probability,tree_num,guided_assembly_probability,tree_depth,tree_leaves,tree_N
CPX-6321,human,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-569,human,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-969,human,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-7930,human,4,3,4,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-5848,human,4,2,9,,1.0,1.0,0,0.0,0,True,,,,,
CPX-10041,human,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-1919,human,18,24,3,1.0,2.6666666666666665,8.0,24,0.7222222222222222,6,False,,,,,
CPX-482,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-2837,human,6,6,5,1.0,2.0,5.0,6,0.0,4,False,,,,,
CPX-553,human,14,10,4,0.8095238095238095,1.4285714285714286,2.2857142857142856,10,0.0,0,False,,,,,
CPX-9001,human,35,42,15,0.9714285714285714,2.4,6.0,45,0.0,9,False,,,,,
CPX-2499,human,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-3288,human,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-787,human,4,3,4,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-7674,human,15,33,3,1.0,4.4,21.6,33,0.0,5,False,,,,,
CPX-2175,human,5,5,1,,2.0,4.0,5,0.0,5,False,,,,,
CPX-8128,human,7,6,2,1.0,1.7142857142857142,6.0,6,0.0,0,False,,,,,
CPX-2933,human,8,8,3,0.75,2.0,5.0,8,0.0,4,False,,,,,
CPX-6862,human,4,4,4,1.0,2.0,4.5,4,0.5833333333333334,3,False,,,,,
CPX-6161,human,6,7,2,1.0,2.333333333333333,6.333333333333333,7,0.6666666666666666,3,False,,,,,
CPX-2129,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-3295,human,4,4,4,1.0,2.0,4.5,4,0.5833333333333334,3,False,,,,,
CPX-7669,human,12,27,2,1.0,4.5,22.5,27,0.0,4,False,,,,,
CPX-6701,human,6,5,3,1.0,1.6666666666666667,3.6666666666666665,5,0.0,0,False,,,,,
CPX-2492,human,4,3,4,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-8836,human,4,3,4,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-2884,human,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-5642,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-2001,human,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-2847,human,4,3,4,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-2514,human,4,3,4,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-48,human,6,5,2,1.0,1.6666666666666667,3.6666666666666665,5,0.0,0,False,,,,,
CPX-6015,human,4,4,3,,2.0,4.0,0,0.0,4,True,,,,,
CPX-3094,human,5,4,2,1.0,1.6,4.0,4,0.0,0,False,,,,,
CPX-3201,human,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-2386,human,3,2,14,,1.3333333333333333,2.0,1,0.0,0,False,,,,,
CPX-5156,human,4,3,2,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-4747,human,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-3256,human,8,16,2,1.0,4.0,16.0,16,0.0,4,False,,,,,
CPX-8343,human,10,15,5,1.0,3.0,9.4,15,0.6333333333333333,3,False,,,,,
CPX-9801,human,6,7,3,1.0,2.333333333333333,5.666666666666667,7,0.7777777777777778,3,False,,,,,
CPX-846,human,10,9,15,,1.8,5.4,7,0.2066666666666667,3,False,,,,,
CPX-2871,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-6131,human,6,9,2,1.0,3.0,9.0,9,0.0,4,False,,,,,
CPX-2934,human,4,4,1,,2.0,4.0,4,0.0,4,False,,,,,
CPX-850,human,9,11,4,1.0,2.4444444444444446,7.777777777777778,11,0.2407407407407407,3,False,,,,,
CPX-1877,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-503,human,6,6,3,1.0,2.0,4.666666666666667,6,0.0,4,False,,,,,
CPX-8302,human,8,7,4,0.9722222222222222,1.75,3.75,8,0.0,0,False,,,,,
CPX-6170,human,4,4,3,,2.0,4.0,0,0.0,4,True,,,,,
CPX-8729,human,5,4,2,1.0,1.6,2.8,4,0.0,0,False,,,,,
CPX-25758,human,8,7,4,1.0,1.75,3.25,7,0.0,0,False,,,,,
CPX-2236,human,11,16,7,0.987878787878788,2.909090909090909,10.727272727272728,16,0.2484848484848485,5,False,,,,,
CPX-1949,human,6,7,6,,2.333333333333333,5.666666666666667,3,0.7777777777777778,3,False,,,,,
CPX-2373,human,6,6,6,1.0,2.0,4.0,6,1.0,3,False,,,,,
CPX-128,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-578,human,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-8841,human,29,32,15,1.0,2.206896551724138,5.103448275862069,32,0.057471264367816,7,False,,,,,
CPX-8142,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-885,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-52,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-8945,human,6,6,2,1.0,2.0,5.0,6,0.1666666666666666,3,False,,,,,
CPX-187,human,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-168,human,5,5,2,0.7,2.0,4.0,5,0.0,5,False,,,,,
CPX-646,human,4,4,4,1.0,2.0,4.5,4,0.5833333333333334,3,False,,,,,
CPX-2108,human,3,2,5,,1.3333333333333333,2.0,0,0.0,0,True,,,,,
CPX-200,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-742,human,6,7,3,1.0,2.333333333333333,5.666666666666667,7,0.7777777777777778,3,False,,,,,
CPX-6366,human,18,18,3,1.0,2.0,6.0,18,0.0,6,False,,,,,
CPX-484,human,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-2831,human,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-6464,human,7,12,4,1.0,3.4285714285714284,12.857142857142858,12,0.5428571428571428,4,False,,,,,
CPX-2866,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-152,human,8,7,6,1.0,1.75,3.75,7,0.0,0,False,,,,,
CPX-914,human,4,5,2,1.0,2.5,6.5,5,0.8333333333333333,3,False,,,,,
CPX-3762,human,36,43,6,1.0,2.388888888888889,8.166666666666666,47,0.0407407407407407,6,False,,,,,
CPX-144,human,3,3,1,,2.0,4.0,3,1.0,3,False,,,,,
CPX-847,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-902,human,12,11,3,1.0,1.8333333333333333,5.5,11,0.0,0,False,,,,,
CPX-2827,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-8677,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-8732,human,5,4,2,1.0,1.6,4.0,4,0.0,0,False,,,,,
CPX-2503,human,6,7,3,1.0,2.333333333333333,5.666666666666667,7,0.7777777777777778,3,False,,,,,
CPX-2850,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-975,human,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-2387,human,12,12,15,,2.0,5.666666666666667,7,0.0,4,False,,,,,
CPX-2391,human,32,43,32,,2.6875,10.625,40,0.3098958333333333,7,False,,,,,
CPX-3095,human,5,4,2,1.0,1.6,4.0,4,0.0,0,False,,,,,
CPX-125,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-2954,human,5,5,3,0.8,2.0,4.0,5,0.0,5,False,,,,,
CPX-2542,human,3,2,4,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-2811,human,4,3,3,1.0,1.5,3.0,3,0.0,0,False,,,,,
CPX-467,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-8661,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-522,human,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-2000,human,4,3,2,1.0,1.5,3.0,3,0.0,0,False,,,,,
CPX-2846,human,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-8134,human,7,6,2,1.0,1.7142857142857142,6.0,6,0.0,0,False,,,,,
CPX-4402,human,10,13,5,1.0,2.6,8.2,13,0.5333333333333333,3,False,,,,,
CPX-2885,human,4,5,3,1.0,2.5,6.5,5,0.8333333333333333,3,False,,,,,
CPX-627,human,4,4,4,1.0,2.0,4.5,4,0.5833333333333334,3,False,,,,,
CPX-73,human,3,3,5,,2.0,4.0,0,1.0,3,True,,,,,
CPX-8122,human,6,5,3,1.0,1.6666666666666667,3.0,5,0.0,0,False,,,,,
CPX-7668,human,12,27,2,1.0,4.5,22.5,27,0.0,4,False,,,,,
CPX-8175,human,4,3,3,1.0,1.5,3.0,3,0.0,0,False,,,,,
CPX-373,human,5,6,4,1.0,2.4,6.8,6,0.6,3,False,,,,,
CPX-9621,human,9,18,2,1.0,4.0,18.0,18,0.8222222222222223,3,False,,,,,
CPX-666,human,4,3,2,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-1793,yeast,7,7,7,1.0,2.0,5.714285714285714,7,0.3,3,False,,,,,
CPX-576,yeast,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-1044,yeast,6,8,3,1.0,2.6666666666666665,8.0,8,0.0,4,False,,,,,
CPX-599,yeast,15,25,12,0.9757575757575756,3.333333333333333,13.6,25,0.2777777777777778,6,False,,,,,
CPX-1947,yeast,5,4,5,1.0,1.6,4.0,4,0.0,0,False,,,,,
CPX-1678,yeast,3,3,4,,2.0,4.0,1,1.0,3,False,,,,,
CPX-1156,yeast,5,3,12,,1.2,1.6,1,0.0,0,False,,,,,
CPX-3055,yeast,5,3,7,,1.2,1.6,2,0.0,0,False,,,,,
CPX-1654,yeast,4,3,3,0.75,1.5,2.5,3,0.0,0,False,,,,,
CPX-777,yeast,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-1091,yeast,6,6,5,0.9583333333333334,2.0,4.333333333333333,6,0.0,5,False,,,,,
CPX-1642,yeast,17,40,15,,4.705882352941177,25.764705882352946,32,0.0840336134453781,5,False,,,,,
CPX-1707,yeast,12,18,3,1.0,3.0,15.0,18,0.3333333333333333,3,False,,,,,
CPX-1320,yeast,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-868,yeast,6,5,3,1.0,1.6666666666666667,5.0,5,0.0,0,False,,,,,
CPX-3034,yeast,10,16,5,1.0,3.2,16.0,16,0.0,4,False,,,,,
CPX-995,yeast,6,4,6,1.0,1.3333333333333333,2.0,4,0.0,0,False,,,,,
CPX-429,yeast,10,16,5,1.0,3.2,11.2,16,0.4,4,False,,,,,
CPX-583,yeast,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-2371,yeast,6,9,2,1.0,3.0,9.0,9,0.0,4,False,,,,,
CPX-1623,yeast,4,4,3,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-1859,yeast,3,2,4,,1.3333333333333333,2.0,0,0.0,0,True,,,,,
CPX-1658,yeast,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-385,yeast,8,9,3,1.0,2.25,6.25,9,0.5416666666666666,3,False,,,,,
CPX-940,yeast,4,4,4,1.0,2.0,4.5,4,0.5833333333333334,3,False,,,,,
CPX-297,yeast,8,7,11,,1.75,3.25,4,0.0,6,False,,,,,
CPX-1249,yeast,4,3,3,1.0,1.5,3.0,3,0.0,0,False,,,,,
CPX-393,yeast,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-956,yeast,7,15,4,1.0,4.285714285714286,20.0,15,0.7904761904761904,4,False,,,,,
CPX-1422,yeast,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-1835,yeast,3,2,4,,1.3333333333333333,2.0,1,0.0,0,False,,,,,
CPX-1862,yeast,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-2937,yeast,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-1198,yeast,6,5,4,0.9444444444444444,1.6666666666666667,3.0,5,0.0,0,False,,,,,
CPX-1659,yeast,11,25,11,1.0,4.545454545454546,24.181818181818183,25,0.6207792207792208,4,False,,,,,
CPX-1858,yeast,3,2,4,,1.3333333333333333,2.0,0,0.0,0,True,,,,,
CPX-2262,yeast,31,40,33,,2.5806451612903225,8.516129032258064,35,0.3032258064516129,5,False,,,,,
CPX-1675,yeast,5,6,5,,2.4,6.0,2,0.0,4,False,,,,,
CPX-1663,yeast,5,8,2,1.0,3.2,10.4,8,0.6666666666666666,4,False,,,,,
CPX-869,yeast,6,5,3,1.0,1.6666666666666667,5.0,5,0.0,0,False,,,,,
CPX-756,yeast,8,8,13,,2.0,4.5,5,0.0,4,False,,,,,
CPX-1634,yeast,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-3384,yeast,6,4,4,1.0,1.3333333333333333,2.0,4,0.0,0,False,,,,,
CPX-1706,yeast,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-1881,yeast,6,6,5,1.0,2.0,4.333333333333333,6,0.0,4,False,,,,,
CPX-737,yeast,4,5,5,1.0,2.5,6.5,5,0.8333333333333333,3,False,,,,,
CPX-1710,yeast,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-609,yeast,3,2,7,,1.3333333333333333,2.0,1,0.0,0,False,,,,,
CPX-465,yeast,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-2110,yeast,5,3,5,1.0,1.2,1.6,3,0.0,0,False,,,,,
CPX-1383,yeast,7,9,7,,2.571428571428572,7.714285714285714,7,0.0,4,False,,,,,
CPX-977,yeast,4,2,4,1.0,1.0,1.0,2,0.0,0,False,,,,,
CPX-1053,yeast,17,16,18,,1.8823529411764703,5.0588235294117645,12,0.0352941176470588,3,False,,,,,
CPX-1792,yeast,5,7,5,1.0,2.8,8.4,7,0.7666666666666666,3,False,,,,,
CPX-473,yeast,11,10,5,1.0,1.818181818181818,6.363636363636363,10,0.0,0,False,,,,,
CPX-301,yeast,7,6,7,1.0,1.7142857142857142,3.4285714285714284,6,0.0,0,False,,,,,
CPX-1849,yeast,12,32,3,1.0,5.333333333333333,32.0,32,0.0,4,False,,,,,
CPX-3462,yeast,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-1721,yeast,7,5,13,,1.4285714285714286,2.571428571428572,0,0.0,0,True,,,,,
CPX-1664,yeast,9,8,16,,1.7777777777777777,5.555555555555555,0,0.0,0,True,,,,,
CPX-2662,yeast,21,16,14,,1.5238095238095235,3.523809523809524,15,0.0,0,False,,,,,
CPX-1625,yeast,3,2,6,,1.3333333333333333,2.0,1,0.0,0,False,,,,,
CPX-784,yeast,5,7,3,1.0,2.8,8.8,7,0.8,3,False,,,,,
CPX-1873,yeast,10,15,10,1.0,3.0,10.6,15,0.2,5,False,,,,,
CPX-1865,yeast,4,3,3,1.0,1.5,3.0,3,0.0,0,False,,,,,
CPX-1648,yeast,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-1424,yeast,4,3,3,0.75,1.5,2.5,3,0.0,0,False,,,,,
CPX-1832,yeast,4,2,4,1.0,1.0,1.0,2,0.0,0,False,,,,,
CPX-1900,yeast,5,6,5,1.0,2.4,6.8,6,0.6,3,False,,,,,
CPX-474,yeast,10,9,7,,1.8,5.8,7,0.0,0,False,,,,,
CPX-2156,yeast,16,32,9,1.0,4.0,16.0,32,0.0,8,False,,,,,
CPX-2101,yeast,3,2,4,,1.3333333333333333,2.0,1,0.0,0,False,,,,,
CPX-1042,yeast,8,12,4,1.0,3.0,12.0,12,0.0,4,False,,,,,
CPX-435,yeast,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-1412,yeast,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-1629,yeast,4,3,6,,1.5,3.0,0,0.0,0,True,,,,,
CPX-1652,yeast,7,7,7,1.0,2.0,4.857142857142857,7,0.0,4,False,,,,,
CPX-2091,yeast,3,2,5,,1.3333333333333333,2.0,1,0.0,0,False,,,,,
CPX-1890,yeast,7,9,8,,2.571428571428572,7.428571428571429,7,0.0,5,False,,,,,
CPX-1193,yeast,31,51,16,0.9863799283154122,3.290322580645161,14.709677419354838,51,0.3982893450635386,10,False,,,,,
CPX-2896,yeast,6,5,3,1.0,1.6666666666666667,3.6666666666666665,5,0.0,0,False,,,,,
CPX-8127,yeast,7,6,2,1.0,1.7142857142857142,6.0,6,0.0,0,False,,,,,
CPX-21,yeast,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-1192,yeast,31,55,16,0.9863799283154122,3.548387096774193,17.096774193548388,55,0.4487711213517665,10,False,,,,,
CPX-2268,yeast,6,6,2,1.0,2.0,4.0,6,0.0,6,False,,,,,
CPX-1805,yeast,5,5,5,1.0,2.0,4.8,5,0.3333333333333333,3,False,,,,,
CPX-1940,yeast,7,9,6,1.0,2.571428571428572,7.714285714285714,9,0.0,4,False,,,,,
CPX-2946,yeast,8,8,3,1.0,2.0,4.25,8,0.0,6,False,,,,,
CPX-3087,yeast,4,3,4,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-567,yeast,4,2,12,,1.0,1.0,0,0.0,0,True,,,,,
CPX-588,yeast,4,3,4,1.0,1.5,3.0,3,0.0,0,False,,,,,
CPX-422,yeast,5,5,5,1.0,2.0,4.4,5,0.0,4,False,,,,,
CPX-863,yeast,24,77,15,,6.416666666666667,57.66666666666666,75,0.4368774500353448,4,False,,,,,
CPX-1901,yeast,7,9,3,1.0,2.571428571428572,6.857142857142857,9,0.0,6,False,,,,,
CPX-1649,yeast,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-1864,yeast,4,3,3,1.0,1.5,3.0,3,0.0,0,False,,,,,
CPX-1872,yeast,10,11,5,1.0,2.2,6.8,11,0.1666666666666666,4,False,,,,,
CPX-2566,yeast,4,4,5,,2.0,4.0,0,0.0,4,True,,,,,
CPX-1331,yeast,6,5,3,1.0,1.6666666666666667,5.0,5,0.0,0,False,,,,,
CPX-1409,yeast,7,11,7,1.0,3.142857142857143,11.142857142857142,11,0.5952380952380952,3,False,,,,,
CPX-1720,yeast,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-1665,yeast,3,2,2,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-397,yeast,6,5,3,1.0,1.6666666666666667,3.0,5,0.0,0,False,,,,,
CPX-1867,yeast,4,4,4,1.0,2.0,4.5,4,0.5833333333333334,3,False,,,,,
CPX-3159,yeast,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-1719,yeast,6,8,5,,2.6666666666666665,8.0,6,0.0,4,False,,,,,
CPX-3231,yeast,12,33,8,1.0,5.5,34.666666666666664,33,0.4697089947089947,4,False,,,,,
CPX-2267,yeast,5,5,4,1.0,2.0,5.2,5,0.4333333333333333,3,False,,,,,
CPX-1627,yeast,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-2660,yeast,17,11,19,,1.2941176470588236,2.0,6,0.1764705882352941,3,False,,,,,
CPX-1670,yeast,9,18,3,1.0,4.0,18.0,18,0.0,4,False,,,,,
CPX-1365,yeast,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-1631,yeast,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-548,yeast,4,6,4,1.0,3.0,9.0,6,1.0,3,False,,,,,
CPX-1304,yeast,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-3155,yeast,4,3,14,,1.5,3.0,0,0.0,0,True,,,,,
CPX-1884,yeast,4,6,3,1.0,3.0,9.0,6,1.0,3,False,,,,,
CPX-1191,yeast,4,4,4,1.0,2.0,4.5,4,0.5833333333333334,3,False,,,,,
CPX-1200,yeast,3,2,2,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-2841,yeast,5,5,3,1.0,2.0,4.8,5,0.3333333333333333,3,False,,,,,
CPX-1851,yeast,6,7,5,,2.333333333333333,6.0,5,0.0,4,False,,,,,
CPX-1040,yeast,4,3,3,1.0,1.5,3.0,3,0.0,0,False,,,,,
CPX-1410,yeast,6,8,6,1.0,2.6666666666666665,8.0,8,0.5277777777777778,3,False,,,,,
CPX-2800,yeast,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-1810,yeast,3,2,6,,1.3333333333333333,2.0,0,0.0,0,True,,,,,
CPX-1903,yeast,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-1283,yeast,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-565,yeast,9,8,9,1.0,1.7777777777777777,4.0,8,0.3333333333333333,3,False,,,,,
CPX-2944,yeast,6,6,6,1.0,2.0,4.0,6,0.0,6,False,,,,,
CPX-1041,yeast,8,9,10,,2.25,6.0,6,0.1875,4,False,,,,,
CPX-1738,yeast,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-1153,yeast,5,4,6,,1.6,2.8,3,0.0,0,False,,,,,
CPX-2143,yeast,6,8,2,1.0,2.6666666666666665,8.0,8,0.0,4,False,,,,,
CPX-1939,yeast,20,44,10,,4.4,24.0,32,0.0,4,False,,,,,
CPX-1606,yeast,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-6643,yeast,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-2895,yeast,6,5,2,1.0,1.6666666666666667,3.6666666666666665,5,0.0,0,False,,,,,
CPX-1647,yeast,4,2,6,,1.0,1.0,0,0.0,0,True,,,,,
CPX-1260,yeast,5,5,4,1.0,2.0,5.2,5,0.4333333333333333,3,False,,,,,
CPX-1630,yeast,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-1722,yeast,7,5,13,,1.4285714285714286,2.571428571428572,0,0.0,0,True,,,,,
CPX-1671,yeast,4,5,6,,2.5,6.5,3,0.8333333333333333,3,False,,,,,
CPX-1364,yeast,8,6,8,1.0,1.5,2.75,6,0.0,0,False,,,,,
CPX-590,yeast,4,3,4,1.0,1.5,3.0,3,0.0,0,False,,,,,
CPX-3070,yeast,7,7,6,,2.0,4.571428571428571,5,0.0,4,False,,,,,
CPX-1333,yeast,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-3621,yeast,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-1866,yeast,4,3,3,1.0,1.5,3.0,3,0.0,0,False,,,,,
CPX-2122,yeast,14,26,14,1.0,3.7142857142857135,22.571428571428573,26,0.55,4,False,,,,,
CPX-729,yeast,5,4,6,1.0,1.6,4.0,4,0.0,0,False,,,,,
CPX-3226,yeast,17,24,21,,2.823529411764706,10.0,18,0.5156862745098039,4,False,,,,,
CPX-1831,yeast,5,4,5,1.0,1.6,2.8,4,0.0,0,False,,,,,
CPX-1705,yeast,4,3,3,1.0,1.5,3.0,3,0.0,0,False,,,,,
CPX-325,yeast,4,3,2,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-3503,yeast,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-1314,yeast,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-1894,yeast,6,5,7,,1.6666666666666667,3.333333333333333,4,0.0,0,False,,,,,
CPX-1656,yeast,6,3,6,1.0,1.0,1.0,3,0.0,0,False,,,,,
CPX-558,yeast,16,48,3,0.75,6.0,40.0,48,0.0,4,False,,,,,
CPX-1857,yeast,3,2,4,,1.3333333333333333,2.0,0,0.0,0,True,,,,,
CPX-1380,yeast,4,3,4,,1.5,3.0,2,0.0,0,False,,,,,
CPX-124,yeast,3,2,4,,1.3333333333333333,2.0,0,0.0,0,True,,,,,
CPX-1800,yeast,11,11,10,0.9797979797979798,2.0,6.181818181818182,11,0.0666666666666666,3,False,,,,,
CPX-112,yeast,8,9,8,1.0,2.25,5.25,9,0.2083333333333333,7,False,,,,,
CPX-5463,yeast,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-1162,yeast,12,24,2,1.0,4.0,16.0,24,0.3333333333333333,7,False,,,,,
CPX-1861,yeast,3,2,5,,1.3333333333333333,2.0,0,0.0,0,True,,,,,
CPX-779,yeast,12,16,6,1.0,2.6666666666666665,7.833333333333333,17,0.3138888888888889,6,False,,,,,
CPX-1898,yeast,4,2,4,,1.0,1.0,0,0.0,0,True,,,,,
CPX-780,yeast,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-554,yeast,8,16,2,1.0,4.0,16.0,16,0.0,4,False,,,,,
CPX-692,yeast,4,3,2,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-44,yeast,7,7,7,1.0,2.0,4.0,7,0.0,7,False,,,,,
CPX-1230,yeast,4,3,3,1.0,1.5,3.0,3,0.0,0,False,,,,,
CPX-1267,yeast,4,3,3,1.0,1.5,3.0,3,0.0,0,False,,,,,
CPX-1266,yeast,3,2,3,1.0,1.3333333333333333,2.0,1,0.0,0,False,,,,,
CPX-1323,yeast,8,7,3,1.0,1.75,7.0,7,0.0,0,False,,,,,
CPX-3172,yeast,5,6,5,1.0,2.4,6.4,6,0.5333333333333333,3,False,,,,,
CPX-580,yeast,4,3,2,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-1677,yeast,4,2,4,1.0,1.0,1.0,2,0.0,0,False,,,,,
CPX-5321,yeast,3,2,4,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-45,yeast,7,7,7,1.0,2.0,4.0,7,0.0,7,False,,,,,
CPX-386,yeast,6,5,6,1.0,1.6666666666666667,3.6666666666666665,5,0.0,0,False,,,,,
CPX-6864,yeast,4,4,4,1.0,2.0,4.5,4,0.5833333333333334,3,False,,,,,
CPX-1840,yeast,8,10,8,1.0,2.5,7.5,10,0.3583333333333333,4,False,,,,,
CPX-426,yeast,3,3,3,1.0,2.0,4.0,3,1.0,3,False,,,,,
CPX-5442,yeast,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-963,yeast,4,3,4,1.0,1.5,2.5,3,0.0,0,False,,,,,
CPX-1102,yeast,6,4,4,1.0,1.3333333333333333,2.333333333333333,4,0.0,0,False,,,,,
CPX-575,yeast,3,2,3,1.0,1.3333333333333333,2.0,2,0.0,0,False,,,,,
CPX-1381,yeast,4,4,2,1.0,2.0,4.0,4,0.0,4,False,,,,,
CPX-1856,yeast,3,2,4,,1.3333333333333333,2.0,0,0.0,0,True,,,,,
